"大学名","本部所在地","都道府県","市区町村","設立年","種別"
"東北芸術工科大学","山形県山形市上桜田3-4-5","山形県","山形市",1991,"私立・大学"
"東北公益文科大学","山形県酒田市飯森山3-5-1","山形県","酒田市",2000,"私立・大学"
"東北工業大学","宮城県仙台市太白区八木山香澄町35-1","宮城県","仙台市太白区",1964,"私立・大学"
"東北生活文化大学","宮城県仙台市泉区虹の丘1-18-2","宮城県","仙台市泉区",1958,"私立・大学"
"東北生活文化大学短期大学部","宮城県仙台市泉区虹の丘1-18-2","宮城県","仙台市泉区",1951,"私立・短期大学"
"東北福祉大学","宮城県仙台市青葉区国見1-8-1","宮城県","仙台市青葉区",1962,"私立・大学"
"東北文化学園大学","宮城県仙台市青葉区国見6-45-1","宮城県","仙台市青葉区",1998,"私立・大学"
"東北文教大学","山形県山形市大字片谷地字谷地515","山形県","山形市",2009,"私立・大学"
"東北文教大学短期大学部","山形県山形市大字片谷地字谷地515","山形県","山形市",1966,"私立・短期大学"
"東洋英和女学院大学","神奈川県横浜市緑区三保町32","神奈川県","横浜市緑区",1988,"私立・大学"
"東洋学園大学","東京都文京区本郷1-26-3","東京都","文京区",1991,"私立・大学"
"東洋食品工業短期大学","兵庫県川西市南花屋敷4-23-2","兵庫県","川西市",1961,"私立・短期大学"
"東洋大学","東京都文京区白山5-28-20","東京都","文京区",1949,"私立・大学"
"常磐会学園大学","大阪府大阪市平野区喜連東1-4-12","大阪府","大阪市平野区",1998,"私立・大学"
"常磐会短期大学","大阪府大阪市平野区平野南4-6-7","大阪府","大阪市平野区",1964,"私立・短期大学"
"常磐短期大学","茨城県水戸市見和1-430-1","茨城県","水戸市",1966,"私立・短期大学"
"常磐大学","茨城県水戸市見和1-430-1","茨城県","水戸市",1983,"私立・大学"
"徳島工業短期大学","徳島県板野郡板野町犬伏字蓮花谷100","徳島県","板野郡板野町",1973,"私立・短期大学"
"徳島文理大学","徳島県徳島市山城町西浜傍示180","徳島県","徳島市",1966,"私立・大学"
"徳島文理大学短期大学部","徳島県徳島市山城町西浜傍示180","徳島県","徳島市",1961,"私立・短期大学"
"常葉大学","静岡県静岡市駿河区弥生町6-1","静岡県","静岡市駿河区",1980,"私立・大学"
"常葉大学短期大学部","静岡県静岡市駿河区弥生町6-1","静岡県","静岡市駿河区",1966,"私立・短期大学"
"鳥取看護大学","鳥取県倉吉市福庭854","鳥取県","倉吉市",2014,"私立・大学"
"鳥取短期大学","鳥取県倉吉市福庭854","鳥取県","倉吉市",1971,"私立・短期大学"
"富山国際大学","富山県富山市東黒牧65-1","富山県","富山市",1989,"私立・大学"
"富山短期大学","富山県富山市願海寺水口444","富山県","富山市",1963,"私立・短期大学"
"富山福祉短期大学","富山県射水市三ケ579","富山県","射水市",1996,"私立・短期大学"
"豊田工業大学","愛知県名古屋市天白区久方2-12-1","愛知県","名古屋市天白区",1981,"私立・大学"
"豊橋創造大学","愛知県豊橋市牛川町字松下20-1","愛知県","豊橋市",1995,"私立・大学"
"豊橋創造大学短期大学部","愛知県豊橋市牛川町字松下20-1","愛知県","豊橋市",1983,"私立・短期大学"
"同志社女子大学","京都府京田辺市興戸南鉾立97-1","京都府","京田辺市",1949,"私立・大学"
"同志社大学","京都府京都市上京区今出川通烏丸東入玄武町601","京都府","京都市上京区",1948,"私立・大学"
"同朋大学","愛知県名古屋市中村区稲葉地町7-1","愛知県","名古屋市中村区",1950,"私立・大学"
"獨協医科大学","栃木県下都賀郡壬生町大字北小林880","栃木県","下都賀郡壬生町",1972,"私立・大学"
"獨協大学","埼玉県草加市学園町1-1","埼玉県","草加市",1964,"私立・大学"
"中九州短期大学","熊本県八代市平山新町4438","熊本県","八代市",1974,"私立・短期大学"
"中日本自動車短期大学","岐阜県加茂郡坂祝町深萱1301","岐阜県","加茂郡坂祝町",1967,"私立・短期大学"
"中村学園大学","福岡県福岡市城南区別府5-7-1","福岡県","福岡市城南区",1965,"私立・大学"
"中村学園大学短期大学部","福岡県福岡市城南区別府5-7-1","福岡県","福岡市城南区",1957,"私立・短期大学"
"長岡崇徳大学","新潟県長岡市深沢町2278番地8","新潟県","長岡市",2018,"私立・大学"
"長岡大学","新潟県長岡市御山町80-8","新潟県","長岡市",2000,"私立・大学"
"長崎外国語大学","長崎県西彼杵郡時津町元村郷1010-1","長崎県","西彼杵郡時津町",2000,"私立・大学"
"長崎国際大学","長崎県佐世保市ハウステンボス町2825-7","長崎県","佐世保市",1999,"私立・大学"
"長崎純心大学","長崎県長崎市三ツ山町235","長崎県","長崎市",1993,"私立・大学"
"長崎女子短期大学","長崎県長崎市弥生町19-1","長崎県","長崎市",1966,"私立・短期大学"
"長崎総合科学大学","長崎県長崎市網場町536","長崎県","長崎市",1965,"私立・大学"
"長崎短期大学","長崎県佐世保市椎木町600番","長崎県","佐世保市",1966,"私立・短期大学"
"長野保健医療大学","長野県長野市川中島町今井原11-1","長野県","長野市",2014,"私立・大学"
"長浜バイオ大学","滋賀県長浜市田村町1266","滋賀県","長浜市",2002,"私立・大学"
"名古屋音楽大学","愛知県名古屋市中村区稲葉地町7-1","愛知県","名古屋市中村区",1976,"私立・大学"
"名古屋外国語大学","愛知県日進市岩崎町竹ノ山57","愛知県","日進市",1987,"私立・大学"
"名古屋学院大学","愛知県名古屋市熱田区熱田西町1-25","愛知県","名古屋市熱田区",1964,"私立・大学"
"名古屋学芸大学","愛知県日進市岩崎町竹ノ山57","愛知県","日進市",2001,"私立・大学"
"名古屋経営短期大学","愛知県尾張旭市新居町山の田3255番地5","愛知県","尾張旭市",1965,"私立・短期大学"
"名古屋経済大学","愛知県犬山市内久保61-1","愛知県","犬山市",1978,"私立・大学"
"名古屋芸術大学","愛知県北名古屋市熊之庄古井281","愛知県","北名古屋市",1970,"私立・大学"
"名古屋産業大学","愛知県尾張旭市新居町山の田3255番地5","愛知県","尾張旭市",1999,"私立・大学"
"名古屋商科大学","愛知県日進市米野木町三ケ峯4-4","愛知県","日進市",1953,"私立・大学"
"名古屋女子大学","愛知県名古屋市瑞穂区汐路町3-40","愛知県","名古屋市瑞穂区",1964,"私立・大学"
"名古屋女子大学短期大学部","愛知県名古屋市瑞穂区汐路町3-40","愛知県","名古屋市瑞穂区",1950,"私立・短期大学"
"名古屋造形大学","愛知県名古屋市北区名城2丁目4番1","愛知県","名古屋市北区",1989,"私立・大学"
"名古屋短期大学","愛知県豊明市栄町武侍48","愛知県","豊明市",1955,"私立・短期大学"
"名古屋文化短期大学","愛知県名古屋市東区葵一丁目17-8","愛知県","名古屋市東区",1950,"私立・短期大学"
"名古屋文理大学","愛知県稲沢市稲沢町前田365","愛知県","稲沢市",1998,"私立・大学"
"名古屋文理大学短期大学部","愛知県名古屋市西区笹塚町2-1","愛知県","名古屋市西区",1966,"私立・短期大学"
"名古屋柳城女子大学","愛知県名古屋市昭和区明月町2-54","愛知県","名古屋市昭和区",2019,"私立・大学"
"名古屋柳城短期大学","愛知県名古屋市昭和区明月町2-54","愛知県","名古屋市昭和区",1953,"私立・短期大学"
"奈良学園大学","奈良県奈良市中登美ケ丘3-15-1","奈良県","奈良市",1983,"私立・大学"
"奈良芸術短期大学","奈良県橿原市久米町222番地","奈良県","橿原市",1966,"私立・短期大学"
"奈良佐保短期大学","奈良県奈良市鹿野園町806","奈良県","奈良市",1965,"私立・短期大学"
"奈良大学","奈良県奈良市山陵町1500","奈良県","奈良市",1969,"私立・大学"
"南山大学","愛知県名古屋市昭和区山里町18","愛知県","名古屋市昭和区",1949,"私立・大学"
"新潟医療福祉大学","新潟県新潟市北区島見町1398","新潟県","新潟市北区",2000,"私立・大学"
"新潟経営大学","新潟県加茂市希望ケ丘2909-2","新潟県","加茂市",1993,"私立・大学"
"新潟工科大学","新潟県柏崎市大字藤橋1719","新潟県","柏崎市",1994,"私立・大学"
"新潟工業短期大学","新潟県新潟市西区上新栄町5-13-7","新潟県","新潟市西区",1968,"私立・短期大学"
"新潟国際情報大学","新潟県新潟市西区みずき野3-1-1","新潟県","新潟市西区",1993,"私立・大学"
"新潟青陵大学","新潟県新潟市中央区水道町1-5939-27","新潟県","新潟市中央区",1999,"私立・大学"
"新潟青陵大学短期大学部","新潟県新潟市中央区水道町1-5939-27","新潟県","新潟市中央区",1965,"私立・短期大学"
"新潟中央短期大学","新潟県加茂市希望ケ丘2909-2","新潟県","加茂市",1968,"私立・短期大学"
"新潟薬科大学","新潟県新潟市秋葉区東島字山居265-1","新潟県","新潟市秋葉区",1977,"私立・大学"
"新潟リハビリテーション大学","新潟県村上市上の山2番16号","新潟県","村上市",2009,"私立・大学"
"新島学園短期大学","群馬県高崎市昭和町53","群馬県","高崎市",1983,"私立・短期大学"
"西九州大学","佐賀県神埼市神埼町尾崎4490-9","佐賀県","神埼市",1968,"私立・大学"
"西九州大学短期大学部","佐賀県佐賀市神園3-18-15","佐賀県","佐賀市",1963,"私立・短期大学"
"西日本工業大学","福岡県京都郡苅田町新津1-11-1","福岡県","京都郡苅田町",1967,"私立・大学"
"西日本短期大学","福岡県福岡市中央区福浜1-3-1","福岡県","福岡市中央区",1957,"私立・短期大学"
"二松学舎大学","東京都千代田区三番町6-16","東京都","千代田区",1949,"私立・大学"
"日本工業大学","埼玉県南埼玉郡宮代町学園台4-1-1","埼玉県","南埼玉郡宮代町",1967,"私立・大学"
"日本体育大学","東京都世田谷区深沢7-1-1","東京都","世田谷区",1949,"私立・大学"
"日本文理大学","大分県大分市大字一木1727-162","大分県","大分市",1967,"私立・大学"
"新渡戸文化短期大学","東京都中野区本町6-38-1","東京都","中野区",1950,"私立・短期大学"
"日本医科大学","東京都文京区千駄木1-1-5","東京都","文京区",1952,"私立・大学"
"日本医療科学大学","埼玉県入間郡毛呂山町下川原1276","埼玉県","入間郡毛呂山町",2006,"私立・大学"
"日本医療大学","北海道札幌市豊平区月寒東3条11丁目1番50号","北海道","札幌市豊平区",2013,"私立・大学"
"日本ウェルネススポーツ大学","茨城県北相馬郡利根町布川1377","茨城県","北相馬郡利根町",2011,"私立・大学"
"日本映画大学","神奈川県川崎市麻生区万福寺1-16-30","神奈川県","川崎市麻生区",2010,"私立・大学"
"日本経済大学","福岡県太宰府市五条3-11-25","福岡県","太宰府市",1968,"私立・大学"
"日本歯科大学","東京都千代田区富士見1-9-20","東京都","千代田区",1952,"私立・大学"
"日本歯科大学東京短期大学","東京都千代田区富士見2-3-16","東京都","千代田区",2004,"私立・短期大学"
"日本歯科大学新潟短期大学","新潟県新潟市中央区浜浦町1-8","新潟県","新潟市中央区",1986,"私立・短期大学"
"日本獣医生命科学大学","東京都武蔵野市境南町1-7-1","東京都","武蔵野市",1949,"私立・大学"
"日本女子体育大学","東京都世田谷区北烏山8-19-1","東京都","世田谷区",1965,"私立・大学"
"日本女子大学","東京都文京区目白台2-8-1","東京都","文京区",1948,"私立・大学"
"日本赤十字秋田看護大学","秋田県秋田市上北手猿田字苗代沢17-3","秋田県","秋田市",2008,"私立・大学"
"日本赤十字秋田短期大学","秋田県秋田市上北手猿田字苗代沢17-3","秋田県","秋田市",1995,"私立・短期大学"
"日本赤十字看護大学","東京都渋谷区広尾4-1-3","東京都","渋谷区",1986,"私立・大学"
"日本赤十字九州国際看護大学","福岡県宗像市アスティ1-1","福岡県","宗像市",2000,"私立・大学"
"日本赤十字豊田看護大学","愛知県豊田市白山町七曲12-33","愛知県","豊田市",2003,"私立・大学"
"日本赤十字広島看護大学","広島県廿日市市阿品台東1-2","広島県","廿日市市",1999,"私立・大学"
"日本赤十字北海道看護大学","北海道北見市曙町664-1","北海道","北見市",1998,"私立・大学"
"日本大学","東京都千代田区九段南4-8-24","東京都","千代田区",1949,"私立・大学"
"日本大学短期大学部","東京都千代田区九段南4-8-24","東京都","千代田区",1950,"私立・短期大学"
"日本福祉大学","愛知県知多郡美浜町大字奥田字会下前35番6","愛知県","知多郡美浜町",1953,"私立・大学"
"日本保健医療大学","埼玉県幸手市幸手1961-2","埼玉県","幸手市",2009,"私立・大学"
"日本薬科大学","埼玉県北足立郡伊奈町小室10281","埼玉県","北足立郡伊奈町",2003,"私立・大学"
"人間環境大学","愛知県岡崎市本宿町字上三本松6-2","愛知県","岡崎市",1999,"私立・大学"
"人間総合科学大学","埼玉県さいたま市岩槻区馬込1288","埼玉県","さいたま市岩槻区",1999,"私立・大学"
"ノースアジア大学","秋田県秋田市下北手桜字守沢46-1","秋田県","秋田市",1964,"私立・大学"
"ノートルダム清心女子大学","岡山県岡山市北区伊福町2-16-9","岡山県","岡山市北区",1949,"私立・大学"
"白鴎大学","栃木県小山市駅東通り二丁目3番地5","栃木県","小山市",1985,"私立・大学"
"函館大谷短期大学","北海道函館市鍛治1-2-3","北海道","函館市",1963,"私立・短期大学"
"函館短期大学","北海道函館市高丘町52-1","北海道","函館市",1953,"私立・短期大学"
"函館大学","北海道函館市高丘町51-1","北海道","函館市",1965,"私立・大学"
"羽衣国際大学","大阪府堺市西区浜寺南町1-89-1","大阪府","堺市西区",2001,"私立・大学"
"八戸学院大学","青森県八戸市美保野13-98","青森県","八戸市",1981,"私立・大学"
"八戸学院大学短期大学部","青森県八戸市美保野13-384","青森県","八戸市",1971,"私立・短期大学"
"八戸工業大学","青森県八戸市大字妙字大開88-1","青森県","八戸市",1972,"私立・大学"
"花園大学","京都府京都市中京区西ノ京壺ノ内町8-1","京都府","京都市中京区",1949,"私立・大学"
"浜松学院大学","静岡県浜松市中区布橋3-2-3","静岡県","浜松市中区",2003,"私立・大学"
"浜松学院大学短期大学部","静岡県浜松市中区住吉2-3-1","静岡県","浜松市中区",1951,"私立・短期大学"
"ハリウッド大学院大学","東京都港区六本木6-4-1","東京都","港区",2007,"私立・大学"
"阪南大学","大阪府松原市天美東5-4-33","大阪府","松原市",1965,"私立・大学"
"梅花女子大学","大阪府茨木市宿久庄二丁目19番5号","大阪府","茨木市",1964,"私立・大学"
"梅光学院大学","山口県下関市向洋町1-1-1","山口県","下関市",1967,"私立・大学"
"光産業創成大学院大学","静岡県浜松市西区呉松町1955番1","静岡県","浜松市西区",2004,"私立・大学"
"東大阪大学","大阪府東大阪市西堤学園町3-1-1","大阪府","東大阪市",2002,"私立・大学"
"東大阪大学短期大学部","大阪府東大阪市西堤学園町3-1-1","大阪府","東大阪市",1965,"私立・短期大学"
"東九州短期大学","大分県中津市大字一ツ松211番地","大分県","中津市",1967,"私立・短期大学"
"東筑紫短期大学","福岡県北九州市小倉北区下到津5-1-1","福岡県","北九州市小倉北区",1950,"私立・短期大学"
"東日本国際大学","福島県いわき市平鎌田字寿金沢37","福島県","いわき市",1994,"私立・大学"
"比治山大学","広島県広島市東区牛田新町4-1-1","広島県","広島市東区",1993,"私立・大学"
"比治山大学短期大学部","広島県広島市東区牛田新町4-1-1","広島県","広島市東区",1966,"私立・短期大学"
"姫路獨協大学","兵庫県姫路市上大野7-2-1","兵庫県","姫路市",1986,"私立・大学"
"姫路日ノ本短期大学","兵庫県姫路市香寺町香呂字糀屋890-1","兵庫県","姫路市",1974,"私立・短期大学"
"兵庫医科大学","兵庫県西宮市武庫川町1-1","兵庫県","西宮市",1971,"私立・大学"
"兵庫大学","兵庫県加古川市平岡町新在家2301","兵庫県","加古川市",1994,"私立・大学"
"兵庫大学短期大学部","兵庫県加古川市平岡町新在家2301","兵庫県","加古川市",1955,"私立・短期大学"
"弘前医療福祉大学","青森県弘前市大字小比内3-18-1","青森県","弘前市",2008,"私立・大学"
"弘前医療福祉大学短期大学部","青森県弘前市大字小比内3-18-1","青森県","弘前市",2001,"私立・短期大学"
"弘前学院大学","青森県弘前市大字稔町13-1","青森県","弘前市",1971,"私立・大学"
"広島経済大学","広島県広島市安佐南区祇園5-37-1","広島県","広島市安佐南区",1967,"私立・大学"
"広島工業大学","広島県広島市佐伯区三宅2-1-1","広島県","広島市佐伯区",1963,"私立・大学"
"広島国際大学","広島県東広島市黒瀬学園台555-36","広島県","東広島市",1997,"私立・大学"
"広島修道大学","広島県広島市安佐南区大塚東1-1-1","広島県","広島市安佐南区",1960,"私立・大学"
"広島女学院大学","広島県広島市東区牛田東4-13-1","広島県","広島市東区",1949,"私立・大学"
"広島文化学園短期大学","広島県広島市安佐南区長束西三丁目5番1号","広島県","広島市安佐南区",1964,"私立・短期大学"
"広島文化学園大学","広島県呉市郷原学びの丘一丁目1番1号","広島県","呉市",1994,"私立・大学"
"広島文教大学","広島県広島市安佐北区可部東1-2-1","広島県","広島市安佐北区",1966,"私立・大学"
"ビューティ＆ウェルネス専門職大学","神奈川県横浜市都筑区牛久保3-9-3","神奈川県","横浜市都筑区",2022,"私立・大学"
"びわこ学院大学","滋賀県東近江市布施町29","滋賀県","東近江市",2008,"私立・大学"
"びわこ学院大学短期大学部","滋賀県東近江市布施町29","滋賀県","東近江市",1989,"私立・短期大学"
"びわこ成蹊スポーツ大学","滋賀県大津市北比良1204","滋賀県","大津市",2002,"私立・大学"
"びわこリハビリテーション専門職大学","滋賀県東近江市北坂町967","滋賀県","東近江市",2019,"私立・大学"
"フェリシアこども短期大学","東京都町田市三輪町字13号1135番地","東京都","町田市",1968,"私立・短期大学"
"フェリス女学院大学","神奈川県横浜市泉区緑園4-5-3","神奈川県","横浜市泉区",1965,"私立・大学"
"福井医療大学","福井県福井市江上町55字鳥町13-1","福井県","福井市",2016,"私立・大学"
"福井工業大学","福井県福井市学園3丁目6番1号","福井県","福井市",1965,"私立・大学"
"福岡医療短期大学","福岡県福岡市早良区田村2-15-1","福岡県","福岡市早良区",1996,"私立・短期大学"
"福岡看護大学","福岡県福岡市早良区田村2-15-1","福岡県","福岡市早良区",2016,"私立・大学"
"福岡工業大学","福岡県福岡市東区和白東3-30-1","福岡県","福岡市東区",1963,"私立・大学"
"福岡工業大学短期大学部","福岡県福岡市東区和白東3-30-1","福岡県","福岡市東区",1960,"私立・短期大学"
"福岡国際医療福祉大学","福岡県福岡市早良区百道浜3-6-40","福岡県","福岡市早良区",2018,"私立・大学"
"福岡こども短期大学","福岡県太宰府市五条3-11-25","福岡県","太宰府市",1975,"私立・短期大学"
"福岡歯科大学","福岡県福岡市早良区田村2-15-1","福岡県","福岡市早良区",1972,"私立・大学"
"福岡女学院看護大学","福岡県古賀市千鳥1-1-7","福岡県","古賀市",2007,"私立・大学"
"福岡女学院大学","福岡県福岡市南区曰佐3-42-1","福岡県","福岡市南区",1989,"私立・大学"
"福岡女学院大学短期大学部","福岡県福岡市南区曰佐3-42-1","福岡県","福岡市南区",1964,"私立・短期大学"
"福岡女子短期大学","福岡県太宰府市五条4-16-1","福岡県","太宰府市",1966,"私立・短期大学"
"福岡大学","福岡県福岡市城南区七隈8-19-1","福岡県","福岡市城南区",1949,"私立・大学"
"福島学院大学","福島県福島市本町2ー10","福島県","福島市",2002,"私立・大学"
"福島学院大学短期大学部","福島県福島市宮代字乳児池1ー1","福島県","福島市",1966,"私立・短期大学"
"福山大学","広島県福山市東村町字三蔵985-1","広島県","福山市",1975,"私立・大学"
"福山平成大学","広島県福山市御幸町大字上岩成正戸117-1","広島県","福山市",1993,"私立・大学"
"藤女子大学","北海道札幌市北区北16条西2丁目1番1号","北海道","札幌市北区",1961,"私立・大学"
"藤田医科大学","愛知県豊明市沓掛町田楽ケ窪1-98","愛知県","豊明市",1968,"私立・大学"
"富士大学","岩手県花巻市下根子450-3","岩手県","花巻市",1965,"私立・大学"
"佛教大学","京都府京都市北区紫野北花ノ坊町96","京都府","京都市北区",1949,"私立・大学"
"文化学園大学","東京都渋谷区代々木3-22-1","東京都","渋谷区",1964,"私立・大学"
"文化ファッション大学院大学","東京都渋谷区代々木3-22-1","東京都","渋谷区",2005,"私立・大学"
"文京学院大学","東京都文京区向丘1-19-1","東京都","文京区",1990,"私立・大学"
"文教大学","埼玉県越谷市南荻島3337","埼玉県","越谷市",1966,"私立・大学"
"文星芸術大学","栃木県宇都宮市上戸祭4-8-15","栃木県","宇都宮市",1998,"私立・大学"
"平安女学院大学","京都府京都市上京区室町通椹木町上る武衛陣町221","京都府","京都市上京区",1999,"私立・大学"
"平成医療短期大学","岐阜県岐阜市黒野180","岐阜県","岐阜市",2008,"私立・短期大学"
"平成音楽大学","熊本県上益城郡御船町滝川1658","熊本県","上益城郡御船町",2000,"私立・大学"
"平成国際大学","埼玉県加須市水深大立野2000","埼玉県","加須市",1995,"私立・大学"
"別府大学","大分県別府市北石垣82","大分県","別府市",1950,"私立・大学"
"別府大学短期大学部","大分県別府市北石垣82","大分県","別府市",1954,"私立・短期大学"
"別府溝部学園短期大学","大分県別府市大字野田字通山78","大分県","別府市",1964,"私立・短期大学"
"法政大学","東京都千代田区富士見2-17-1","東京都","千代田区",1949,"私立・大学"
"放送大学","千葉県千葉市美浜区若葉2-11","千葉県","千葉市美浜区",1983,"私立・大学"
"北翔大学","北海道江別市文京台23番地","北海道","江別市",1996,"私立・大学"
"北翔大学短期大学部","北海道江別市文京台23番地","北海道","江別市",1963,"私立・短期大学"
"北星学園大学","北海道札幌市厚別区大谷地西2-3-1","北海道","札幌市厚別区",1962,"私立・大学"
"北星学園大学短期大学部","北海道札幌市厚別区大谷地西2-3-1","北海道","札幌市厚別区",1951,"私立・短期大学"
"北陸学院大学","石川県金沢市三小牛町イ11","石川県","金沢市",2007,"私立・大学"
"北陸学院大学短期大学部","石川県金沢市三小牛町イ11","石川県","金沢市",1950,"私立・短期大学"
"北陸大学","石川県金沢市太陽が丘1-1","石川県","金沢市",1975,"私立・大学"
"星薬科大学","東京都品川区荏原2-4-41","東京都","品川区",1950,"私立・大学"
"北海学園大学","北海道札幌市豊平区旭町4-1-40","北海道","札幌市豊平区",1952,"私立・大学"
"北海商科大学","北海道札幌市豊平区豊平6条6-10","北海道","札幌市豊平区",1977,"私立・大学"
"北海道医療大学","北海道石狩郡当別町金沢1757番地","北海道","石狩郡当別町",1974,"私立・大学"
"北海道科学大学","北海道札幌市手稲区前田7条15-4-1","北海道","札幌市手稲区",1967,"私立・大学"
"北海道情報大学","北海道江別市西野幌59-2","北海道","江別市",1988,"私立・大学"
"北海道千歳リハビリテーション大学","北海道千歳市里美2丁目10番","北海道","千歳市",2016,"私立・大学"
"北海道文教大学","北海道恵庭市黄金中央5-196-1","北海道","恵庭市",1998,"私立・大学"
"北海道武蔵女子短期大学","北海道札幌市北区北22条西13-1-3","北海道","札幌市北区",1967,"私立・短期大学"
"松本歯科大学","長野県塩尻市広丘郷原1780","長野県","塩尻市",1972,"私立・大学"
"松本大学","長野県松本市新村2095-1","長野県","松本市",2001,"私立・大学"
"松本大学松商短期大学部","長野県松本市新村2095-1","長野県","松本市",1953,"私立・短期大学"
"松山東雲女子大学","愛媛県松山市桑原3-2-1","愛媛県","松山市",1991,"私立・大学"
"松山東雲短期大学","愛媛県松山市桑原3-2-1","愛媛県","松山市",1964,"私立・短期大学"
"松山短期大学","愛媛県松山市文京町4番地2","愛媛県","松山市",1952,"私立・短期大学"
"松山大学","愛媛県松山市文京町4番地2","愛媛県","松山市",1949,"私立・大学"
"聖園学園短期大学","秋田県秋田市保戸野すわ町1-58","秋田県","秋田市",1966,"私立・短期大学"
"湊川短期大学","兵庫県三田市四ツ辻1430","兵庫県","三田市",1952,"私立・短期大学"
"南九州大学","宮崎県宮崎市霧島5-1-2","宮崎県","宮崎市",1967,"私立・大学"
"南九州大学短期大学部","宮崎県宮崎市霧島5-1-2","宮崎県","宮崎市",1965,"私立・短期大学"
"身延山大学","山梨県南巨摩郡身延町身延3567","山梨県","南巨摩郡身延町",1994,"私立・大学"
"美作大学","岡山県津山市北園町50","岡山県","津山市",1967,"私立・大学"
"美作大学短期大学部","岡山県津山市北園町50","岡山県","津山市",1951,"私立・短期大学"
"宮城学院女子大学","宮城県仙台市青葉区桜ヶ丘9-1-1","宮城県","仙台市青葉区",1949,"私立・大学"
